nohup: ignoring input
Using backend: pytorch
2021-01-17 18:43:56,498 - root - INFO - Namespace(K=20, aggregation_type='bi-interaction', cf_batch_size=1024, cf_l2loss_lambda=1e-05, cf_print_every=1, conv_dim_list='[64, 32, 16]', data_dir='datasets/', data_name='yelp2018', entity_dim=64, evaluate_every=1, kg_batch_size=2048, kg_l2loss_lambda=1e-05, kg_print_every=1, local_rank=0, lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', n_epoch=1000, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', relation_dim=64, save_dir='trained_model/KGAT/yelp2018/entitydim64_relationdim64_bi-interaction_64-32-16_lr0.0001_pretrain1/', seed=123, stopping_steps=10, test_batch_size=10000, use_pretrain=1)
2021-01-17 19:00:57,651 - root - INFO - n_users:            45919
2021-01-17 19:00:57,652 - root - INFO - n_items:            45538
2021-01-17 19:00:57,652 - root - INFO - n_entities:         136499
2021-01-17 19:00:57,652 - root - INFO - n_users_entities:   182418
2021-01-17 19:00:57,652 - root - INFO - n_relations:        86
2021-01-17 19:00:57,652 - root - INFO - n_cf_train:         930032
2021-01-17 19:00:57,652 - root - INFO - n_cf_test:          253578
2021-01-17 19:00:57,652 - root - INFO - n_kg_train:         5567472
2021-01-17 19:00:57,652 - root - INFO - n_kg_test:          4214564
/usr/local/lib/python3.6/dist-packages/dgl/base.py:45: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  return warnings.warn(message, category=category, stacklevel=1)
/usr/local/lib/python3.6/dist-packages/dgl/base.py:45: DGLWarning: DGLGraph.readonly is deprecated in v0.5.
DGLGraph now always supports mutable operations like add_nodes and add_edges.
  return warnings.warn(message, category=category, stacklevel=1)
2021-01-17 19:03:07,265 - root - INFO - KGAT(
  (relation_embed): Embedding(86, 64)
  (entity_user_embed): Embedding(182418, 64)
  (aggregator_layers): ModuleList(
    (0): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=64, out_features=64, bias=True)
      (W2): Linear(in_features=64, out_features=64, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
    (1): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=64, out_features=32, bias=True)
      (W2): Linear(in_features=64, out_features=32, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
    (2): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=32, out_features=16, bias=True)
      (W2): Linear(in_features=32, out_features=16, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
  )
)
2021-01-17 19:03:11,291 - root - INFO - Update attention scores: Epoch 0001 | Total Time 3.3s
2021-01-17 19:03:11,678 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0909 | Time 0.4s | Iter Loss 0.0258 | Iter Mean Loss 0.0258
2021-01-17 19:03:12,024 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0909 | Time 0.3s | Iter Loss 0.0323 | Iter Mean Loss 0.0291
2021-01-17 19:03:12,401 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0909 | Time 0.4s | Iter Loss 0.0347 | Iter Mean Loss 0.0309
2021-01-17 19:03:12,886 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0909 | Time 0.5s | Iter Loss 0.0344 | Iter Mean Loss 0.0318
2021-01-17 19:03:13,155 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0909 | Time 0.3s | Iter Loss 0.0332 | Iter Mean Loss 0.0321
2021-01-17 19:03:13,506 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0909 | Time 0.4s | Iter Loss 0.0359 | Iter Mean Loss 0.0327
2021-01-17 19:03:13,884 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0909 | Time 0.4s | Iter Loss 0.0301 | Iter Mean Loss 0.0323
2021-01-17 19:03:14,207 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0909 | Time 0.3s | Iter Loss 0.0273 | Iter Mean Loss 0.0317
2021-01-17 19:03:14,710 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0909 | Time 0.5s | Iter Loss 0.0357 | Iter Mean Loss 0.0321
2021-01-17 19:03:15,016 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0909 | Time 0.3s | Iter Loss 0.0306 | Iter Mean Loss 0.0320
2021-01-17 19:03:15,316 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0909 | Time 0.3s | Iter Loss 0.0357 | Iter Mean Loss 0.0323
2021-01-17 19:03:15,773 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0909 | Time 0.5s | Iter Loss 0.0362 | Iter Mean Loss 0.0326
2021-01-17 19:03:16,015 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0909 | Time 0.2s | Iter Loss 0.0375 | Iter Mean Loss 0.0330
2021-01-17 19:03:16,463 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0909 | Time 0.4s | Iter Loss 0.0369 | Iter Mean Loss 0.0333
2021-01-17 19:03:16,928 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0909 | Time 0.5s | Iter Loss 0.0339 | Iter Mean Loss 0.0333
2021-01-17 19:03:17,172 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0909 | Time 0.2s | Iter Loss 0.0343 | Iter Mean Loss 0.0334
2021-01-17 19:03:17,625 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0909 | Time 0.5s | Iter Loss 0.0319 | Iter Mean Loss 0.0333
2021-01-17 19:03:17,877 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0909 | Time 0.3s | Iter Loss 0.0329 | Iter Mean Loss 0.0333
